# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	Total
1.460e+00	8.0158873e+01	2.7244919e-11	4.7092054e-23	7.4009548e-35	1.3019607e-46	3.1898102e-58	1.3906818e-69	1.4929270e-80	5.8648326e-91	1.3220547e-100	2.7160378e-109	7.8334587e-117	4.2863087e-123	5.0837070e-128	1.2124193e-131	1.6394369e-134	5.7365923e-136	6.9202825e-137	1.5760768e-137	8.0158873e+01
1.537e+00	7.7840087e+01	3.0177153e-11	5.9016369e-23	1.0411316e-34	2.0340107e-46	5.4674547e-58	2.5816654e-69	2.9618187e-80	1.2270035e-90	2.8801785e-100	6.0918511e-109	1.7916474e-116	9.9232002e-123	1.1850233e-127	2.8360126e-131	3.8420388e-134	1.3450712e-135	1.6229533e-136	3.6963776e-137	7.7840087e+01
1.618e+00	7.5597890e+01	3.3614361e-11	7.4725357e-23	1.4864115e-34	3.2385255e-46	9.5876000e-58	4.9199086e-69	6.0497189e-80	2.6493591e-90	6.4880674e-100	1.4147976e-108	4.2471600e-116	2.3824843e-122	2.8657224e-127	6.8833798e-131	9.3434883e-134	3.2728679e-135	3.9498890e-136	8.9964848e-137	7.5597890e+01
1.703e+00	7.3630162e+01	3.7659162e-11	9.5613709e-23	2.1543610e-34	5.2572338e-46	1.7209329e-57	9.6309880e-69	1.2731647e-79	5.9087541e-90	1.5126051e-99	3.4055332e-108	1.0445391e-115	5.9383202e-122	7.1970548e-127	1.7353616e-130	2.3604520e-133	8.2729951e-135	9.9866505e-136	2.2747118e-136	7.3630162e+01
1.793e+00	7.1524223e+01	4.2438305e-11	1.2365448e-22	3.1707887e-34	8.7046714e-46	3.1634698e-57	1.9377809e-68	2.7625771e-79	1.3622563e-89	3.6528481e-99	8.5041317e-108	2.6678321e-115	1.5381296e-121	1.8790447e-126	4.5490960e-130	6.2011829e-133	2.1747193e-134	2.6258277e-135	5.9812548e-136	7.1524223e+01
1.887e+00	6.9497634e+01	4.8108979e-11	1.6166360e-22	4.7402511e-34	1.4705938e-45	5.9582095e-57	4.0096991e-68	6.1847564e-79	3.2491379e-89	9.1454852e-99	2.2051065e-107	7.0830569e-115	4.1443092e-121	5.1053222e-126	1.2412333e-129	1.6958828e-132	5.9511260e-134	7.1874297e-135	1.6372699e-135	6.9497634e+01
1.986e+00	6.7687987e+01	5.4866912e-11	2.1369583e-22	7.1999214e-34	2.5358771e-45	1.1503117e-56	8.5375610e-68	1.4295381e-78	8.0232721e-89	2.3758225e-98	5.9425827e-107	1.9566966e-114	1.1626987e-120	1.4449311e-125	3.5286909e-129	4.8328150e-132	1.6970412e-133	2.0501428e-134	4.6703822e-135	6.7687987e+01
2.091e+00	6.5805688e+01	6.2956822e-11	2.8564267e-22	1.1113329e-33	4.4647516e-45	2.2774338e-56	1.8715407e-67	3.4135569e-78	2.0526925e-88	6.4092073e-98	1.6658924e-106	5.6294789e-114	3.3998040e-120	4.2641617e-125	1.0462484e-128	1.4365452e-131	5.0479539e-133	6.1000094e-134	1.3897017e-134	6.5805688e+01
2.201e+00	6.4106299e+01	7.2685925e-11	3.8614243e-22	1.7435636e-33	8.0283434e-45	4.6256757e-56	4.2259260e-67	8.4258800e-78	5.4448459e-88	1.7968622e-97	4.8619614e-106	1.6882773e-113	1.0370892e-119	1.3133956e-124	3.2384319e-128	4.4583445e-131	1.5677952e-132	1.8951093e-133	4.3176691e-134	6.4106299e+01
2.317e+00	6.2371945e+01	8.4441490e-11	5.2797737e-22	2.7808946e-33	1.4747767e-44	9.6417760e-56	9.8332909e-67	2.1511061e-77	1.4983747e-87	5.2392171e-97	1.4784970e-105	5.2823189e-113	3.3032674e-119	4.2260259e-124	1.0474125e-127	1.4460067e-130	5.0888796e-132	6.1532377e-133	1.4019871e-133	6.2371945e+01
2.439e+00	6.0791687e+01	9.8713691e-11	7.3023666e-22	4.5097038e-33	2.7681874e-44	2.0631353e-55	2.3588998e-66	5.6828989e-77	4.2804926e-87	1.5898724e-96	4.6882201e-105	1.7257123e-112	1.0995387e-118	1.4217623e-123	3.5430123e-127	4.9057015e-130	1.7278521e-131	2.0899302e-132	4.7621016e-133	6.0791687e+01
2.567e+00	5.9265747e+01	1.1612549e-10	1.0216925e-21	7.4366756e-33	5.3102462e-44	4.5332036e-55	5.8359704e-66	1.5543264e-76	1.2701364e-86	5.0244135e-96	1.5512754e-104	5.8913397e-112	3.8280009e-118	5.0054811e-123	1.2545001e-126	1.7423703e-129	6.1421122e-131	7.4318022e-132	1.6935147e-132	5.9265747e+01
2.702e+00	5.7751495e+01	1.3747179e-10	1.4461151e-21	1.2471354e-32	1.0412324e-43	1.0230287e-54	1.4895245e-65	4.4031055e-76	3.9166312e-86	1.6546135e-95	5.3598969e-104	2.1031958e-111	1.3949656e-117	1.8455870e-122	4.6533260e-126	6.4840020e-129	2.2877653e-130	2.7691526e-131	6.3106070e-132	5.7751495e+01
2.845e+00	5.6354474e+01	1.6377100e-10	2.0707083e-21	2.1270328e-32	2.0870841e-43	2.3716613e-54	3.9230882e-65	1.2923399e-75	1.2556787e-85	5.6810991e-95	1.9349959e-103	7.8570635e-111	5.3247306e-117	7.1320888e-122	1.8095921e-125	2.5301267e-128	8.9355605e-130	1.0819932e-130	2.4659241e-131	5.6354474e+01
2.994e+00	5.5017471e+01	1.9633302e-10	2.9996097e-21	3.6894951e-32	4.2767876e-43	5.6487767e-54	1.0664602e-64	3.9312026e-75	4.1871577e-85	2.0347122e-94	7.3030350e-103	3.0734449e-110	2.1304065e-116	2.8906265e-121	7.3829175e-125	1.0359697e-127	3.6623428e-129	4.4364716e-130	1.0111730e-130	5.5017471e+01
3.152e+00	5.3742062e+01	2.3684918e-10	4.3956726e-21	6.5085174e-32	8.9595582e-43	1.3823690e-53	2.9926878e-64	1.2396746e-74	1.4527071e-84	7.6048416e-94	2.8829824e-102	1.2595561e-109	8.9396219e-116	1.2295133e-120	3.1621681e-124	4.4539029e-127	1.5761856e-128	1.9101664e-129	4.3540482e-130	5.3742062e+01
3.318e+00	5.2529247e+01	2.8751178e-10	6.5158917e-21	1.1675968e-31	1.9188065e-42	3.4759014e-53	8.6699137e-64	4.0531868e-74	5.2452640e-84	2.9671891e-93	1.1909167e-101	5.4106465e-109	3.9364055e-115	5.4914228e-120	1.4226653e-123	2.0117706e-126	7.1272681e-128	8.6413512e-129	1.9698799e-129	5.2529247e+01
3.493e+00	5.1379393e+01	3.5117290e-10	9.7694787e-21	2.1298810e-31	4.2006241e-42	8.9797615e-53	2.5930576e-63	1.3741504e-73	1.9713684e-83	1.2088906e-92	5.1496153e-101	2.4372579e-108	1.8197241e-114	2.5766816e-119	6.7267016e-123	9.5517964e-126	3.3879132e-127	4.1095630e-128	9.3689666e-129	5.1379393e+01
3.677e+00	5.0292200e+01	4.3155655e-10	1.4813806e-20	3.9500953e-31	9.3988374e-42	2.3832471e-52	8.0062780e-63	4.8309224e-73	7.7130471e-83	5.1439894e-92	2.3315321e-100	1.1516535e-107	8.8349527e-114	1.2706967e-118	3.3440416e-122	4.7692842e-125	1.6936699e-126	2.0554530e-127	4.6864450e-128	5.0292200e+01
3.870e+00	4.9266717e+01	5.3354235e-10	2.2714113e-20	7.4467959e-31	2.1489600e-41	6.4968891e-52	2.5516198e-62	1.7610008e-72	3.1416161e-82	2.2862979e-91	1.1055140e-99	5.7098149e-107	4.5063893e-113	6.5883212e-118	1.7484986e-121	2.5051941e-124	8.9078390e-126	1.0816275e-126	2.4663556e-127	4.9266717e+01
4.074e+00	4.8301402e+01	6.6354567e-10	3.5211311e-20	1.4267320e-30	5.0195961e-41	1.8187395e-51	8.3923063e-62	6.6552283e-72	1.3320587e-81	1.0614413e-90	5.4902066e-99	2.9708202e-106	2.4153211e-112	3.5922726e-117	9.6183576e-121	1.3847524e-123	4.9304536e-125	5.9900506e-126	1.3660062e-126	4.8301402e+01
4.289e+00	4.7394258e+01	8.3002858e-10	5.5174279e-20	2.7772127e-30	1.1974671e-40	5.2267496e-51	2.8477822e-61	2.6070192e-71	5.8785824e-81	5.1470802e-90	2.8557520e-98	1.6222584e-105	1.3605045e-111	2.0601421e-116	5.5674777e-120	8.0561983e-123	2.8724899e-124	3.4918266e-125	7.9638190e-126	4.7394258e+01
4.514e+00	4.6543000e+01	1.0441874e-09	8.7368961e-20	5.4907769e-30	2.9164635e-40	1.5414409e-50	9.9664019e-61	1.0582056e-70	2.6995863e-80	2.6065040e-89	1.5556952e-97	9.2970998e-105	8.0541732e-111	1.2427687e-115	3.3913953e-119	4.9335660e-122	1.7617089e-123	2.1428502e-124	4.8877553e-125	4.6543000e+01
4.752e+00	4.5745223e+01	1.3208799e-09	1.3977490e-19	1.1022036e-29	7.2488137e-40	4.6629865e-50	3.5957367e-60	4.4490684e-70	1.2895942e-79	1.3780890e-88	8.8740796e-97	5.5912779e-104	5.0108696e-110	7.8856837e-115	2.1740033e-118	3.1803083e-121	1.1374180e-122	1.3843785e-123	3.1580860e-124	4.5745223e+01
5.002e+00	4.4998527e+01	1.6798770e-09	2.2585299e-19	2.2455377e-29	1.8377640e-39	1.4461780e-49	1.3366948e-59	1.9365622e-69	6.4055269e-79	7.6043764e-88	5.2990261e-96	3.5279283e-103	3.2757343e-109	5.2625029e-114	1.4664290e-117	2.1578322e-120	7.7300209e-122	9.4147049e-123	2.1479788e-123	4.4998527e+01
5.266e+00	4.4300559e+01	2.1475560e-09	3.6847514e-19	4.6410725e-29	4.7500246e-39	4.5956626e-49	5.1169812e-59	8.7218465e-69	3.3065518e-78	4.3774364e-87	3.3111394e-95	2.3347378e-102	2.2495516e-108	3.6927828e-113	1.0406266e-116	1.5407279e-119	5.5288797e-121	6.7385967e-122	1.5376224e-122	4.4300559e+01
5.543e+00	4.3649089e+01	2.7591918e-09	6.0677214e-19	9.7262908e-29	1.2509289e-38	1.4954176e-48	2.0157664e-58	4.0617425e-68	1.7727405e-77	2.6272671e-86	2.1639998e-94	1.6198899e-101	1.6222517e-107	2.7238521e-112	7.7666113e-116	1.1573633e-118	4.1607049e-120	5.0748271e-121	1.1581410e-121	4.3649089e+01
5.835e+00	4.3041974e+01	3.5620622e-09	1.0081295e-18	2.0657674e-28	3.3544729e-38	4.9791478e-48	8.1655394e-58	1.9544152e-67	9.8639923e-77	1.6429733e-85	1.4783571e-93	1.1777020e-100	1.2279291e-106	2.1110394e-111	6.0939069e-115	9.1428142e-118	3.2930843e-119	4.0197190e-120	9.1748490e-121	4.3041974e+01
6.142e+00	4.2477162e+01	4.6196565e-09	1.6893042e-18	4.4440495e-28	9.1531986e-38	1.6950709e-47	3.3985027e-57	9.7086072e-67	5.6917301e-76	1.0697144e-84	1.0549747e-92	8.9663401e-100	9.7501830e-106	1.7181508e-110	5.0242030e-114	7.5917604e-117	2.7398876e-118	3.3471981e-119	7.6410139e-120	4.2477162e+01
6.465e+00	4.1952700e+01	6.0173840e-09	2.8537614e-18	9.6779241e-28	2.5395638e-37	5.8951649e-47	1.4519625e-56	4.9742777e-66	3.4027062e-75	7.2450431e-84	7.8577397e-92	7.1434135e-99	8.1160026e-105	1.4675793e-109	4.3499035e-113	6.6221353e-116	2.3949653e-117	2.9283427e-118	6.6859210e-119	4.1952700e+01
6.806e+00	4.1466712e+01	7.8703175e-09	4.8579600e-18	2.1321578e-27	7.1588529e-37	2.0926089e-46	6.3615569e-56	2.6260115e-65	2.1055071e-74	5.0995368e-83	6.1031323e-91	5.9503412e-98	7.0765369e-104	1.3146026e-108	3.9520419e-112	6.0637582e-115	2.1978579e-116	2.6897716e-117	6.1422587e-118	4.1466712e+01
7.164e+00	4.1017406e+01	1.0333694e-08	8.3294481e-18	4.7490275e-27	2.0486474e-36	7.5743989e-46	2.8553301e-55	1.4268602e-64	1.3469903e-73	3.7262724e-82	4.9382041e-90	5.1774065e-97	6.4574631e-103	1.2338765e-107	3.7647488e-111	5.8240376e-114	2.1158569e-115	2.5918819e-116	5.9197737e-117	4.1017406e+01
7.541e+00	4.0603066e+01	1.3617153e-08	1.4377930e-17	1.0686616e-26	5.9464004e-36	2.7927812e-45	1.3114439e-54	7.9703016e-64	8.8988170e-73	2.8233702e-81	4.1577998e-89	4.7006781e-96	6.1607501e-102	1.2123269e-106	3.7568274e-110	5.8620642e-113	2.1348492e-114	2.6177624e-115	5.9800015e-116	4.0603066e+01
7.938e+00	4.0222046e+01	1.8004024e-08	2.4973489e-17	2.4278214e-26	1.7490882e-35	1.0478357e-44	6.1564714e-54	4.5712411e-63	6.0632720e-72	2.2154631e-80	3.6383978e-88	4.4482142e-95	6.1384550e-101	1.2456061e-105	3.9231182e-109	6.1770746e-112	2.2553107e-113	2.7683794e-114	6.3253132e-115	4.0222046e+01
8.356e+00	3.9872768e+01	2.3877440e-08	4.3625833e-17	5.5643579e-26	5.2087407e-35	3.9960970e-44	2.9502948e-53	2.6883517e-62	4.2550038e-71	1.7979565e-79	3.3047650e-87	4.3817097e-94	6.3799620e-100	1.3367597e-104	4.2823027e-108	6.8067513e-111	2.4918692e-112	3.0621307e-113	6.9979355e-114	3.9872768e+01
8.796e+00	3.9553716e+01	3.1755643e-08	7.6606173e-17	1.2856047e-25	1.5689066e-34	1.5472707e-43	1.4414168e-52	1.6189303e-61	3.0710593e-70	1.5069138e-78	3.1113288e-86	4.4869171e-93	6.9079302e-99	1.4965594e-103	4.8800937e-107	7.8342751e-110	2.8760961e-111	3.5383875e-112	8.0880906e-113	3.9553716e+01
9.259e+00	3.9263438e+01	4.2339640e-08	1.3514784e-16	2.9919822e-25	4.7750005e-34	6.0753176e-43	7.1700508e-52	9.9685315e-61	2.2762356e-69	1.3023655e-77	3.0316456e-85	4.7694955e-92	7.7811720e-98	1.7454933e-102	5.7984529e-106	9.4058154e-109	3.4632220e-110	4.2659055e-111	9.7532894e-112	3.9263438e+01
9.747e+00	3.9000534e+01	5.6577454e-08	2.3941227e-16	7.0085628e-25	1.4669692e-33	2.4161012e-42	3.6262876e-51	6.2667387e-60	1.7298279e-68	1.1588292e-76	3.0524854e-84	5.2547446e-91	9.1047174e-97	2.1178847e-101	7.1732944e-105	1.1763346e-107	4.3446709e-109	5.3585007e-110	1.2254273e-110	3.9000534e+01
1.026e+01	3.8763661e+01	7.5750535e-08	4.2563783e-16	1.6510958e-24	4.5445561e-33	9.7199516e-42	1.8620525e-50	4.0159098e-59	1.3456564e-67	1.0597991e-75	3.1706781e-83	5.9907854e-90	1.1049232e-95	2.6692254e-100	9.2257129e-104	1.5302531e-106	5.6701822e-108	7.0027214e-109	1.6018463e-109	3.8763661e+01
1.080e+01	3.8551525e+01	1.0158974e-07	7.5902133e-16	3.9087782e-24	1.4181785e-32	3.9506250e-41	9.6934749e-50	2.6191699e-58	1.0697338e-66	9.9447014e-75	3.3917400e-82	7.0555804e-89	1.3884378e-94	3.4887557e-99	1.2316093e-102	2.0673775e-105	7.6865226e-107	9.5063188e-108	2.1751127e-108	3.8551525e+01
1.137e+01	3.8362884e+01	1.3643063e-07	1.3569096e-15	9.2914997e-24	4.4532963e-32	1.6201793e-40	5.1083631e-49	1.7356804e-57	8.6750209e-66	9.5575045e-74	3.7297826e-81	8.5690045e-88	1.8034367e-93	4.7209400e-98	1.7038116e-101	2.8959684e-104	1.0805677e-105	1.3383746e-106	3.0631508e-107	3.8362884e+01
1.197e+01	3.8196539e+01	1.8342076e-07	2.4304965e-15	2.2159361e-23	1.4056717e-31	6.6956659e-40	2.7211135e-48	1.1667494e-56	7.1637953e-65	9.3902888e-73	4.2084942e-80	1.0712208e-86	2.4169984e-92	6.6023480e-97	2.4383666e-100	4.1990226e-103	1.5726397e-104	1.9508786e-105	4.4663055e-106	3.8196539e+01
1.260e+01	3.8051334e+01	2.4679565e-07	4.3596534e-15	5.2979425e-23	4.4553127e-31	2.7847956e-39	1.4629044e-47	7.9424031e-56	6.0131569e-64	9.4139503e-72	4.8631720e-79	1.3757964e-85	3.3361499e-91	9.5255759e-96	3.6035451e-99	6.2909712e-102	2.3653731e-103	2.9390672e-104	6.7307232e-105	3.8051334e+01
1.326e+01	3.7926159e+01	3.3224499e-07	7.8269052e-15	1.2687921e-22	1.4164675e-30	1.1641174e-38	7.9255222e-47	5.4657498e-55	5.1208846e-63	9.6113180e-71	5.7439215e-78	1.8117883e-84	4.7334271e-90	1.4151158e-94	5.4892545e-98	9.7210092e-101	3.6700817e-102	4.5680364e-103	1.0464600e-103	3.7926159e+01
1.396e+01	3.7819942e+01	4.4739674e-07	1.4056623e-14	3.0413444e-22	4.5124754e-30	4.8847366e-38	4.3203584e-46	3.7959740e-54	4.4162890e-62	9.9737290e-70	6.9202434e-77	2.4415705e-83	6.8898756e-89	2.1605405e-93	8.6025057e-97	1.5463766e-99	5.8633665e-101	7.3110804e-102	1.6754161e-102	3.7819942e+01
1.469e+01	3.7731650e+01	6.0245490e-07	2.5240652e-14	7.2911579e-22	1.4389770e-29	2.0547903e-37	2.3660864e-45	2.6559669e-53	3.8496455e-61	1.0498574e-68	8.4873333e-76	3.3600979e-82	1.0267798e-87	3.3833252e-92	1.3842672e-95	2.5275235e-98	9.6268219e-100	1.2026426e-100	2.7569778e-101	3.7731651e+01
1.547e+01	3.7660288e+01	8.1103639e-07	4.5292849e-14	1.7468412e-21	4.5886125e-29	8.6541231e-37	1.2998808e-44	1.8689569e-52	3.3854173e-60	1.1187371e-67	1.0574485e-74	4.7125140e-81	1.5634398e-86	5.4232488e-91	2.2826304e-94	4.2364225e-97	1.6211950e-98	2.0293088e-99	4.6538067e-100	3.7660289e+01
1.628e+01	3.7604897e+01	1.0912645e-06	8.1181035e-14	4.1794015e-21	1.4617180e-28	3.6447117e-36	7.1530014e-44	1.3204079e-51	2.9978459e-59	1.2044066e-66	1.3356038e-73	6.7213513e-80	2.4272615e-85	8.8801098e-90	3.8494112e-93	7.2670927e-96	2.7947374e-97	3.5055420e-98	8.0424273e-99	3.7604898e+01
1.714e+01	3.7564551e+01	1.4671918e-06	1.4526736e-13	9.9784854e-21	4.6470398e-28	1.5330389e-35	3.9368018e-43	9.3499783e-51	2.6680399e-58	1.3073338e-65	1.7065276e-72	9.7283667e-79	3.8341230e-84	1.4822337e-88	6.6253086e-92	1.2732117e-94	4.9218147e-96	6.1870634e-97	1.4200283e-97	3.7564553e+01
1.804e+01	3.7538364e+01	1.9706424e-06	2.5939967e-13	2.3757488e-20	1.4730135e-27	6.4323557e-35	2.1639090e-42	6.6248697e-50	2.3820308e-57	1.4278775e-64	2.2011550e-71	1.4258472e-77	6.1489913e-83	2.5167601e-87	1.1613726e-90	2.2736874e-93	8.8369777e-95	1.1134072e-95	2.5565603e-96	3.7538366e+01
1.899e+01	3.7525473e+01	2.6435872e-06	4.6202492e-13	5.6367319e-20	4.6510807e-27	2.6890829e-34	1.1861988e-41	4.6891102e-49	2.1294589e-56	1.5660805e-63	2.8600570e-70	2.1116560e-76	9.9907734e-82	4.3378498e-86	2.0691141e-89	4.1300578e-92	1.6143052e-93	2.0388003e-94	4.6835574e-95	3.7525476e+01
1.999e+01	3.7525057e+01	3.5411907e-06	8.2048442e-13	1.3318696e-19	1.4616061e-26	1.1188213e-33	6.4758520e-41	3.3101364e-48	1.9026728e-55	1.7214374e-62	3.7357205e-69	3.1532474e-75	1.6410369e-80	7.5734176e-85	3.7388190e-88	7.6151380e-91	2.9941683e-92	3.7910014e-93	8.7129310e-94	3.7525060e+01
2.104e+01	3.7536316e+01	4.7356986e-06	1.4521340e-12	3.1320701e-19	4.5673363e-26	4.6276549e-33	3.5161869e-40	2.3267823e-47	1.6961020e-54	1.8926414e-61	4.8949160e-68	4.7374901e-74	2.7191219e-79	1.3365034e-83	6.8376981e-87	1.4223136e-89	5.6270316e-91	7.1432836e-92	1.6425850e-92	3.7536321e+01
2.215e+01	3.7558494e+01	6.3213732e-06	2.5603846e-12	7.3261638e-19	1.4180569e-25	1.9008307e-32	1.8963377e-39	1.6261110e-46	1.5058065e-53	2.0773259e-60	6.4208483e-67	7.1461233e-73	4.5352405e-78	2.3789583e-82	1.2629911e-85	2.6854042e-88	1.0693018e-89	1.3611748e-90	3.1316594e-91	3.7558500e+01
2.332e+01	3.7590852e+01	8.4207272e-06	4.4957821e-12	1.7035291e-18	4.3709921e-25	7.7457780e-32	1.0145674e-38	1.1281821e-45	1.3291398e-52	2.2718267e-59	8.4145961e-66	1.0799655e-71	7.5981769e-77	4.2621056e-81	2.3512491e-84	5.1147568e-87	2.0504435e-88	2.6176595e-89	6.0258167e-90	3.7590861e+01
2.455e+01	3.7632689e+01	1.1192348e-05	7.8587771e-12	3.9356404e-18	1.3365834e-24	3.1282529e-31	5.3782566e-38	7.7591553e-45	1.1644799e-51	2.4710034e-58	1.0995123e-64	1.6317852e-70	1.2759699e-75	7.6695678e-80	4.4025482e-83	9.8073504e-86	3.9594677e-87	5.0700563e-88	1.1678035e-88	3.7632701e+01
2.584e+01	3.7683326e+01	1.4840673e-05	1.3671349e-11	9.0292643e-18	4.0516562e-24	1.2509786e-30	2.8215872e-37	5.2826342e-44	1.0109999e-50	2.6681662e-57	1.4296921e-63	2.4600291e-69	2.1433291e-74	1.3833266e-78	8.2741644e-82	1.8893317e-84	7.6840529e-86	9.8704818e-87	2.2748994e-87	3.7683341e+01
2.720e+01	3.7742117e+01	1.9628117e-05	2.3661398e-11	2.0561357e-17	1.2167392e-23	4.9490931e-30	1.4633756e-36	3.5555474e-43	8.6846092e-50	2.8551574e-56	1.8464168e-62	3.6929065e-68	3.5938790e-73	2.4957139e-77	1.5576744e-80	3.6494161e-83	1.4956910e-84	1.9276395e-85	4.4455932e-86	3.7742136e+01
2.863e+01	3.7808440e+01	2.5890049e-05	4.0730239e-11	4.6453480e-17	3.6175625e-23	1.9353812e-29	7.4949923e-36	2.3627979e-42	7.3701661e-49	3.0226337e-55	2.3640285e-61	5.5092482e-67	6.0032768e-72	4.4947314e-76	2.9315156e-79	7.0540458e-82	2.9143201e-83	3.7689775e-84	8.6980389e-85	3.7808466e+01
3.014e+01	3.7881705e+01	3.4053163e-05	6.9714784e-11	1.0408058e-16	1.0642189e-22	7.4753453e-29	3.7870992e-35	1.5483943e-41	6.1703085e-48	3.1605738e-54	2.9952018e-60	8.1522591e-66	9.9702357e-71	8.0647272e-75	5.5044731e-78	1.3617839e-80	5.6733100e-82	7.3636685e-83	1.7005930e-83	3.7881739e+01
3.172e+01	3.7961346e+01	4.4657872e-05	1.1861971e-10	2.3117307e-16	3.0960112e-22	2.8497055e-28	1.8860536e-34	9.9946859e-41	5.0891105e-47	3.2590078e-53	3.7487798e-59	1.1943000e-64	1.6431453e-69	1.4388254e-73	1.0292210e-76	2.6206222e-79	1.1013255e-80	1.4348833e-81	3.3162419e-82	3.7961390e+01
3.339e+01	3.8046819e+01	5.8385454e-05	2.0059231e-10	5.0882108e-16	8.9024252e-22	1.0714558e-27	9.2497496e-34	6.3476744e-40	4.1296576e-46	3.3089237e-52	4.6271268e-58	1.7290647e-63	2.6821480e-68	2.5476139e-72	1.9127145e-75	5.0178277e-78	2.1279841e-79	2.7834724e-80	6.4380719e-81	3.8046877e+01
3.515e+01	3.8137610e+01	7.6090748e-05	3.3705992e-10	1.1094568e-15	2.5289682e-21	3.9707919e-27	4.4635084e-33	3.9625185e-39	3.2929467e-45	3.3032596e-51	5.6232320e-57	2.4695038e-62	4.3284406e-67	4.4684985e-71	3.5264611e-74	9.5422335e-77	4.0851425e-78	5.3656294e-79	1.2420681e-79	3.8137687e+01
3.700e+01	3.8233229e+01	9.8841273e-05	5.6266998e-10	2.3957580e-15	7.0944635e-21	1.4496156e-26	2.1176787e-32	2.4289615e-38	2.5771841e-44	3.2378489e-50	6.7179833e-56	3.4735579e-61	6.8937013e-66	7.7501440e-70	6.4386561e-73	1.7990181e-75	7.7779510e-77	1.0260150e-77	2.3771222e-78	3.8233328e+01
3.895e+01	3.8333213e+01	1.2796374e-04	9.3299794e-10	5.1220642e-15	1.9645616e-20	5.2103474e-26	9.8712691e-32	1.4607379e-37	1.9775082e-43	3.1121688e-49	7.8781811e-55	4.8039668e-60	1.0816879e-64	1.3268422e-68	1.1621456e-71	3.3567741e-74	1.4662125e-75	1.9428686e-76	4.5053895e-77	3.8333341e+01
4.100e+01	3.8437117e+01	1.6509905e-04	1.5364641e-09	1.0839541e-14	5.3681759e-20	1.8429119e-25	4.5178484e-31	8.6112097e-37	1.4861273e-42	2.9297393e-48	9.0559584e-54	6.5224389e-59	1.6694112e-63	2.2384953e-67	2.0701427e-70	6.1884552e-73	2.7319926e-74	3.6372234e-75	8.4424563e-76	3.8437282e+01
4.316e+01	3.8544523e+01	2.1226674e-04	2.5125867e-09	2.2701087e-14	1.4469844e-19	6.4116920e-25	2.0289760e-30	4.9723542e-36	1.0928035e-41	2.6980681e-47	1.0190224e-52	8.6807874e-58	2.5301608e-62	3.7154581e-66	3.6333247e-69	1.1254134e-71	5.0235847e-73	6.7210485e-74	1.5615843e-74	3.8544736e+01
4.543e+01	3.8655034e+01	2.7194028e-04	4.0796806e-09	4.7040255e-14	3.8463923e-19	2.1932938e-24	8.9366239e-30	2.8103434e-35	7.8558031e-41	2.4280976e-46	1.1210524e-51	1.1309234e-56	3.7600797e-61	6.0576831e-65	6.2731725e-68	2.0157293e-70	9.1017444e-72	1.2239752e-72	2.8467615e-73	3.8655306e+01
4.783e+01	3.8768276e+01	3.4713418e-04	6.5764931e-09	9.6429133e-14	1.0080625e-18	7.3743217e-24	3.8584194e-29	1.5537345e-34	5.5162750e-40	2.1332034e-45	1.2043313e-50	1.4402904e-55	5.4711756e-60	9.6869062e-64	1.0638743e-66	3.5504901e-69	1.6224163e-70	2.1934605e-71	5.1071628e-72	3.8768624e+01
5.034e+01	3.8883902e+01	4.4150427e-04	1.0524201e-08	1.9552454e-13	2.6041828e-18	2.4361954e-23	1.6322831e-28	8.3977211e-34	3.7807886e-39	1.8278773e-44	1.2620075e-49	1.7908532e-54	7.7839502e-59	1.5171294e-62	1.7696245e-65	6.1411795e-68	2.8412040e-69	3.8626672e-70	9.0039042e-71	3.8884344e+01
5.299e+01	3.9001567e+01	5.5946231e-04	1.6717851e-08	3.9210065e-13	6.6301833e-18	7.9058483e-23	6.7633908e-28	4.4349279e-33	2.5275736e-38	1.5262940e-43	1.2886204e-48	2.1714300e-53	1.0814023e-57	2.3239281e-61	2.8830651e-64	1.0416462e-66	4.8814248e-68	6.6749763e-69	1.5577945e-69	3.9002127e+01
5.579e+01	3.9120962e+01	7.0630601e-04	2.6359938e-08	7.7759885e-13	1.6633470e-17	2.5195905e-22	2.7439138e-27	2.2874446e-32	1.6471864e-37	1.2409807e-42	1.2809116e-47	2.5646216e-52	1.4652303e-56	3.4771071e-60	4.5944420e-63	1.7302855e-65	8.2171815e-67	1.1304416e-67	2.6414937e-68	3.9121669e+01
5.872e+01	3.9241798e+01	8.8836580e-04	4.1253706e-08	1.5249058e-12	4.1113960e-17	7.8844590e-22	1.0896526e-26	1.1517984e-31	1.0458271e-36	9.8178802e-42	1.2384007e-46	2.9474123e-51	1.9339746e-55	5.0754107e-59	7.1526407e-62	2.8112229e-64	1.3535859e-65	1.8738723e-66	4.3843744e-67	3.9242686e+01
