# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	n=1           	Total
1.130e+00	1.7283178e+00	4.1171712e-13	2.5414668e-25	1.9004836e-37	1.7915101e-49	2.5419928e-61	7.0924619e-73	5.5129853e-84	1.8169906e-94	4.0576202e-104	9.8641980e-113	3.9543917e-120	3.4637939e-126	7.2018859e-131	3.0685273e-134	1.1742489e-136	4.0585346e-138	4.7765300e-139	1.0874947e-139	1.0839980e-140	1.7283178e+00
1.189e+00	1.6868255e+00	4.4934300e-13	3.0763365e-25	2.5283990e-37	2.5939329e-49	3.9636066e-61	1.1778510e-72	9.6422584e-84	3.3103317e-94	7.6219705e-104	1.8932990e-112	7.6981069e-120	6.8009392e-126	1.4206788e-130	6.0669409e-134	2.3242419e-136	8.0364826e-138	9.4597762e-139	2.1538167e-139	2.1469148e-140	1.6868255e+00
1.252e+00	1.6477302e+00	4.9312555e-13	3.7601694e-25	3.4100292e-37	3.8211863e-49	6.3083536e-61	2.0022704e-72	1.7303958e-83	6.2001223e-94	1.4740497e-103	3.7452862e-112	1.5456220e-119	1.3778082e-125	2.8923624e-130	1.2381344e-133	4.7488202e-136	1.6426883e-137	1.9339506e-138	4.4033904e-139	4.3893299e-140	1.6477302e+00
1.318e+00	1.6110029e+00	5.4424988e-13	4.6421055e-25	4.6640298e-37	5.7298985e-49	1.0254345e-60	3.4865520e-72	3.1888133e-83	1.1948558e-93	2.9377190e-103	7.6433582e-112	3.2038872e-119	2.8831030e-125	6.0837343e-130	2.6108400e-133	1.0026075e-135	3.4697227e-137	4.0856791e-138	9.3029513e-139	9.2733577e-140	1.6110029e+00
1.387e+00	1.5771403e+00	6.0417087e-13	5.7898060e-25	6.4716049e-37	8.7500631e-49	1.7034165e-60	6.2231550e-72	6.0390796e-83	2.3713385e-93	6.0390198e-103	1.6108058e-111	6.8635221e-119	6.2378361e-125	1.3234418e-129	5.6946398e-133	2.1896630e-135	7.5813343e-137	8.9289127e-138	2.0331550e-138	2.0267131e-139	1.5771403e+00
1.460e+00	1.5449518e+00	6.7468234e-13	7.2972436e-25	9.1130392e-37	1.3614239e-48	2.8933807e-60	1.1393653e-71	1.1762756e-82	4.8507537e-93	1.2816959e-102	3.5090416e-111	1.5210900e-118	1.3968901e-124	2.9806720e-129	1.2861342e-132	4.9520697e-135	1.7154193e-136	2.0207427e-137	4.6014975e-138	4.5869791e-139	1.5449518e+00
1.537e+00	1.5150439e+00	7.5800543e-13	9.2960905e-25	1.3027577e-36	2.1591904e-48	5.0281495e-60	2.1411431e-71	2.3581918e-82	1.0236100e-92	2.8110471e-102	7.9094369e-111	3.4909402e-118	3.2411332e-124	6.9575468e-129	3.0109338e-132	1.1609716e-134	4.0237552e-136	4.7409422e-137	1.0796175e-137	1.0762263e-138	1.5150439e+00
1.618e+00	1.4873763e+00	8.5690276e-13	1.1972510e-24	1.8912832e-36	3.4921716e-48	8.9447597e-60	4.1328109e-71	4.8697960e-82	2.2301662e-92	6.3769765e-102	1.8464481e-110	8.3051818e-118	7.7998864e-124	1.6849508e-128	7.3142639e-132	2.8245098e-134	9.7947014e-136	1.1543076e-136	2.6287229e-137	2.6205045e-138	1.4873763e+00
1.703e+00	1.4621013e+00	9.7482573e-13	1.5592124e-24	2.7891968e-36	5.7622470e-48	1.6297457e-59	8.1986471e-71	1.0366387e-81	5.0208739e-92	1.4976801e-101	4.4687061e-110	2.0502707e-117	1.9488741e-123	4.2380030e-128	1.8456597e-131	7.1385484e-134	2.4769006e-135	2.9197201e-136	6.6494147e-137	6.6287294e-138	1.4621013e+00
1.793e+00	1.4387518e+00	1.1161060e-12	2.0537477e-24	4.1798579e-36	9.7041256e-48	3.0428874e-59	1.6726569e-70	2.2763787e-81	1.1690026e-91	3.6447546e-101	1.1222576e-109	5.2572625e-117	5.0608800e-123	1.1082243e-127	4.8428065e-131	1.8761892e-133	6.5138669e-135	7.6803174e-136	1.7492074e-136	1.7437944e-137	1.4387518e+00
1.887e+00	1.4175304e+00	1.2862047e-12	2.7364722e-24	6.3668678e-36	1.6686163e-47	5.8248014e-59	3.5115653e-70	5.1602135e-81	2.8170292e-91	9.1990254e-101	2.9273514e-109	1.4015825e-116	1.3672611e-122	3.0159897e-127	1.3226778e-130	5.1332457e-133	1.7833294e-134	2.1032220e-135	4.7903609e-136	4.7756195e-137	1.4175304e+00
1.986e+00	1.3984742e+00	1.4920391e-12	3.6890186e-24	9.8601915e-36	2.9305490e-47	1.1436907e-58	7.5905534e-70	1.2083458e-80	7.0314003e-91	2.4099545e-100	7.9382523e-109	3.8886950e-116	3.8466998e-122	8.5507354e-127	3.7641056e-130	1.4635158e-132	5.0877831e-134	6.0020736e-135	1.3671196e-135	1.3629373e-136	1.3984742e+00
2.091e+00	1.3813762e+00	1.7424120e-12	5.0323730e-24	1.5529000e-35	5.2587099e-47	2.3044035e-58	1.6902905e-69	2.9248022e-80	1.8192365e-90	6.5588352e-100	2.2398954e-108	1.1238812e-115	1.1281188e-121	2.5279846e-126	1.1172496e-129	4.3523575e-132	1.5141278e-133	1.7867370e-134	4.0699498e-135	4.0575766e-136	1.3813762e+00
2.201e+00	1.3663350e+00	2.0485770e-12	6.9476068e-24	2.4876705e-35	9.6444957e-47	4.7665824e-58	3.8795921e-69	7.3223377e-80	4.8824869e-90	1.8558332e-99	6.5819624e-108	3.3865775e-115	3.4518935e-121	7.8011222e-126	3.4620855e-129	1.3514315e-131	4.7049462e-133	5.5537293e-134	1.2651371e-134	1.2613162e-135	1.3663350e+00
2.317e+00	1.3532402e+00	2.4249894e-12	9.7083994e-24	4.0542856e-35	1.8082908e-46	1.0125459e-57	9.1823246e-69	1.8971456e-79	1.3601569e-89	5.4635282e-99	2.0158802e-107	1.0648881e-114	1.1030329e-120	2.5150825e-125	1.1210619e-128	4.3854387e-131	1.5279638e-132	1.8041885e-133	4.1101769e-134	4.0978506e-135	1.3532402e+00
2.439e+00	1.3421236e+00	2.8903036e-12	1.3732520e-23	6.7232010e-35	3.4669572e-46	2.2096555e-57	2.2420636e-68	5.0895598e-79	3.9355532e-89	1.6747088e-98	6.4401425e-107	3.4971242e-114	3.6840414e-120	8.4790075e-125	3.7967781e-128	1.4885845e-130	5.1907545e-132	6.1311980e-133	1.3968540e-133	1.3926960e-134	1.3421236e+00
2.567e+00	1.3329348e+00	3.4687050e-12	1.9664067e-23	1.1345738e-34	6.7983993e-46	4.9552027e-57	5.6498745e-68	1.4144870e-78	1.1834338e-88	5.3484401e-98	2.1476724e-106	1.2003985e-113	1.2871343e-119	2.9915950e-124	1.3460672e-127	5.2899290e-130	1.8462147e-131	2.1814774e-132	4.9703262e-133	4.9556470e-134	1.3329348e+00
2.702e+00	1.3256556e+00	4.1916962e-12	2.8506019e-23	1.9486072e-34	1.3636773e-45	1.1421675e-56	1.4698417e-67	4.0742263e-78	3.7002720e-88	1.7807564e-97	7.4813744e-106	4.3099222e-113	4.7078716e-119	1.1055365e-123	4.9996149e-127	1.9696858e-129	6.8805651e-131	8.1330642e-132	1.8531833e-132	1.8477558e-133	1.3256556e+00
2.845e+00	1.3202812e+00	5.1004989e-12	4.1835842e-23	3.4062424e-34	2.7984232e-45	2.7065300e-56	3.9488009e-67	1.2166975e-77	1.2035950e-87	6.1846489e-97	2.7240241e-105	1.6197294e-112	1.8040247e-118	4.2823418e-123	1.9469518e-126	7.6903830e-129	2.6889968e-130	3.1797310e-131	7.2457960e-132	7.2247626e-133	1.3202812e+00
2.994e+00	1.3167945e+00	6.2492980e-12	6.2159288e-23	6.0603132e-34	5.8754610e-45	6.5943298e-56	1.0957711e-66	3.7683331e-77	4.0743959e-87	2.2416928e-96	1.0373046e-104	6.3755669e-112	7.2471704e-118	1.7399179e-122	7.9547997e-126	3.1507372e-128	1.1027854e-129	1.3045777e-130	2.9730273e-131	2.9644782e-132	1.3167945e+00
3.152e+00	1.3151888e+00	7.7096389e-12	9.3496185e-23	1.0974242e-33	1.2621368e-44	1.6521114e-55	3.1412680e-66	1.2107516e-76	1.4359289e-86	8.4835306e-96	4.1332268e-104	2.6299374e-111	3.0539854e-117	7.4197653e-122	3.4122361e-125	1.3554168e-127	4.7490932e-129	5.6205363e-130	1.2809778e-130	1.2773311e-131	1.3151888e+00
3.318e+00	1.3154606e+00	9.5764042e-12	1.4235879e-22	2.0224977e-33	2.7739201e-44	4.2562718e-55	9.3038600e-66	4.0362703e-76	5.2699887e-86	3.3533217e-95	1.7240561e-103	1.1374695e-110	1.3507449e-116	3.3228593e-121	1.5375768e-124	6.1261140e-127	2.1488470e-128	2.5443124e-129	5.7992399e-130	5.7829055e-131	1.3154606e+00
3.493e+00	1.3176106e+00	1.1975972e-11	2.1939994e-22	3.7930761e-33	6.2369030e-44	1.1275213e-54	2.8471313e-65	1.3962842e-75	2.0145664e-85	1.3848349e-94	7.5309965e-103	5.1604532e-110	6.2732410e-116	1.5635430e-120	7.2818922e-124	2.9105411e-126	1.0221192e-127	1.2108061e-128	2.7600307e-129	2.7523444e-130	1.3176106e+00
3.677e+00	1.3216438e+00	1.5077375e-11	3.4221309e-22	7.2380635e-33	1.4344070e-43	3.0710154e-54	9.0016128e-65	5.0124718e-75	8.0223689e-85	5.9763602e-94	3.4460210e-102	2.4566431e-109	3.0605132e-115	7.7333365e-120	3.6261914e-123	1.4542246e-125	5.1131983e-127	6.0601671e-128	1.3815437e-128	1.3777426e-129	1.3216438e+00
3.870e+00	1.3275691e+00	1.9107628e-11	5.4012870e-22	1.4050725e-32	3.3738118e-43	8.5986220e-54	2.9400322e-64	1.8672241e-74	3.3280606e-84	2.6955494e-93	1.6521041e-101	1.2274940e-108	1.5689770e-114	4.0219039e-119	1.8993776e-122	7.6439309e-125	2.6911542e-126	3.1912497e-127	7.2758487e-128	7.2560861e-129	1.3275691e+00
4.074e+00	1.3353992e+00	2.4372824e-11	8.6249676e-22	2.7740830e-32	8.1134655e-43	2.4743660e-53	9.9179116e-64	7.2169469e-74	1.4382308e-83	1.2707130e-92	8.2997068e-101	6.4387157e-108	8.4539261e-114	2.1999676e-118	1.0467547e-121	4.2281658e-124	1.4906071e-125	1.7685914e-126	4.0326956e-127	4.0218915e-128	1.3353992e+00
4.289e+00	1.3451508e+00	3.1287245e-11	1.3931013e-21	5.5688279e-32	1.9943252e-42	7.3157009e-53	3.4546841e-63	2.8935608e-73	6.4737705e-83	6.2605982e-92	4.3692443e-100	3.5458656e-107	4.7882945e-113	1.2658861e-117	6.0706130e-121	2.4616253e-123	8.6906561e-125	1.0317429e-125	2.3528100e-126	2.3465982e-127	1.3451508e+00
4.514e+00	1.3568446e+00	4.0413656e-11	2.2754371e-21	1.1362959e-31	5.0087717e-42	2.2214839e-52	1.2421253e-62	1.2031103e-72	3.0344521e-82	3.2232214e-91	2.4101255e-99	2.0501625e-106	2.8510483e-112	7.6630370e-117	3.7052343e-120	1.5085926e-122	5.3340068e-124	6.3363658e-125	1.4451252e-125	1.4413692e-126	1.3568446e+00
4.752e+00	1.3705049e+00	5.2519177e-11	3.7573544e-21	2.3558221e-31	1.2847791e-41	6.9252147e-52	4.6079243e-62	5.1856740e-72	1.4806745e-81	1.7336692e-90	1.3928099e-98	1.2443859e-105	1.7844682e-111	4.8800931e-116	2.3800985e-119	9.7321019e-122	3.4464530e-123	4.0967605e-124	9.3445479e-125	9.3206643e-126	1.3705049e+00
5.002e+00	1.3861589e+00	6.8652924e-11	6.2704655e-21	4.9606397e-31	3.3641758e-41	2.2151499e-51	1.7628144e-61	2.3159329e-71	7.5182308e-81	9.7386067e-90	8.4304100e-98	7.9275184e-105	1.1738967e-110	3.2690886e-115	1.6088985e-118	6.6082829e-121	2.3440841e-122	2.7882866e-123	6.3607796e-124	6.3448113e-125	1.3861589e+00
5.266e+00	1.4038376e+00	9.0254093e-11	1.0572309e-20	1.0604219e-30	8.9876845e-41	7.2660620e-51	6.9504373e-61	1.0710810e-70	3.9703304e-80	5.7107210e-89	5.3425856e-97	5.2991345e-104	8.1144685e-110	2.3030514e-114	1.1442793e-117	4.7221239e-120	1.6779430e-121	1.9973431e-122	4.5570489e-123	4.5458268e-124	1.4038376e+00
5.543e+00	1.4235748e+00	1.1930267e-10	1.8002461e-20	2.3001096e-30	2.4483708e-40	2.4425142e-50	2.8224703e-60	5.1263605e-70	2.1793558e-79	3.4939210e-88	3.5432057e-96	3.7152082e-103	5.8917858e-109	1.7057736e-113	8.5600436e-117	3.5500005e-119	1.2637516e-120	1.5054432e-121	3.4352354e-122	3.4269488e-123	1.4235748e+00
5.835e+00	1.4454073e+00	1.5852983e-10	3.0946630e-20	5.0595554e-30	6.7964822e-40	8.4082039e-50	1.1795889e-59	2.5372427e-69	1.2425472e-78	2.2288610e-87	2.4577278e-95	2.7305562e-102	4.4915108e-108	1.3276921e-112	6.7326588e-116	2.8066780e-118	1.0010584e-119	1.1934550e-120	2.7237200e-121	2.7172940e-122	1.4454073e+00
6.142e+00	1.4693743e+00	2.1171201e-10	5.3682193e-20	1.1280228e-29	1.9211567e-39	2.9617912e-49	5.0693688e-59	1.2975291e-68	7.3524331e-78	1.4814108e-86	1.7818379e-94	2.1025279e-101	3.5929621e-107	1.0854337e-111	5.5647381e-115	2.3324678e-117	8.3360050e-119	9.9464059e-120	2.2703363e-120	2.2651066e-121	1.4693743e+00
6.465e+00	1.4955178e+00	2.8408217e-10	9.3926394e-20	2.5473958e-29	5.5256668e-39	1.0666439e-48	2.2382208e-58	6.8497103e-68	4.5111831e-77	1.0249925e-85	1.3491430e-93	1.6948911e-100	3.0139591e-106	9.3146196e-111	4.8304285e-114	2.0362823e-116	7.2928921e-118	8.7093962e-119	1.9883059e-119	1.9838424e-120	1.4955178e+00
6.806e+00	1.5238811e+00	3.8290541e-10	1.6568398e-19	5.8232280e-29	1.6158475e-38	3.9237367e-48	1.0142594e-57	3.7289553e-67	2.8671943e-76	7.3757157e-85	1.0658985e-92	1.4291951e-99	2.6491729e-105	8.3842266e-110	4.4004707e-113	1.8661850e-115	6.6985696e-117	8.0069987e-118	1.8282674e-118	1.8242760e-119	1.5238811e+00
7.164e+00	1.5545102e+00	5.1828458e-10	2.9450626e-19	1.3465464e-28	4.7999881e-38	1.4728935e-47	4.7122895e-57	2.0911506e-66	1.8856296e-75	5.5140148e-84	8.7782712e-92	1.2594629e-98	2.4377512e-104	7.9091808e-109	4.2036801e-112	1.7939725e-114	6.4544165e-116	7.7226164e-117	1.7636528e-117	1.7599170e-118	1.5545102e+00
7.541e+00	1.5874519e+00	7.0428788e-10	5.2723817e-19	3.1474376e-28	1.4471576e-37	5.6361851e-47	2.2421324e-56	1.2065757e-65	1.2816630e-74	4.2777077e-83	7.5276606e-91	1.1587039e-97	2.3461027e-103	7.8119619e-108	4.2070429e-111	1.8072849e-113	6.5182685e-115	7.8069397e-116	1.7832499e-116	1.7795945e-117	1.5874519e+00
7.938e+00	1.6227545e+00	9.6052648e-10	9.5013894e-19	7.4309991e-28	4.4240691e-37	2.1961913e-46	1.0912345e-55	7.1540030e-65	8.9920108e-74	3.4394672e-82	6.7134836e-90	1.1116225e-96	2.3589087e-102	8.0703798e-107	4.4065286e-110	1.9061138e-112	6.8924201e-114	8.2638764e-115	1.8880010e-115	1.8842667e-116	1.6227545e+00
8.356e+00	1.6604670e+00	1.3143604e-09	1.7226555e-18	1.7707487e-27	1.3700531e-36	8.7042975e-46	5.4257162e-55	4.3530248e-64	6.5030329e-73	2.8623677e-81	6.2188375e-89	1.1107109e-95	2.4749475e-101	8.7103343e-106	4.8250422e-109	2.1023304e-111	7.6224847e-113	9.1494633e-114	2.0907665e-114	2.0867893e-115	1.6604670e+00
8.796e+00	1.7006388e+00	1.8039795e-09	3.1404964e-18	4.2554198e-27	4.2936584e-36	3.5048104e-45	2.7523791e-54	2.7143937e-63	4.8409106e-72	2.4620258e-80	5.9750210e-88	1.1543105e-94	2.7061599e-100	9.8093944e-105	5.5164676e-108	2.4219208e-110	8.8061519e-112	1.0582708e-112	2.4188168e-113	2.4144081e-114	1.7006389e+00
9.259e+00	1.7433195e+00	2.4827028e-09	5.7536005e-18	1.0305090e-26	1.3603331e-35	1.4319709e-44	1.4225884e-53	1.7320429e-62	3.7036786e-71	2.1854192e-79	5.9455897e-87	1.2459497e-93	3.0794594e-99	1.1511577e-103	6.5766761e-107	2.9104645e-109	1.0614017e-110	1.2771085e-111	2.9196794e-112	2.9146023e-113	1.7433195e+00
9.747e+00	1.7885580e+00	3.4249657e-09	1.0586981e-17	2.5126213e-26	4.3524497e-35	5.9292473e-44	7.4809681e-53	1.1292433e-61	2.9076848e-70	1.9987548e-78	6.1177920e-86	1.3946792e-92	3.6415877e-98	1.4056988e-102	8.1644766e-106	3.6433918e-108	1.3328398e-109	1.6057962e-110	3.6720127e-111	3.6659509e-112	1.7885580e+00
1.026e+01	1.8364026e+00	4.7346453e-09	1.9554319e-17	6.1631838e-26	1.4048425e-34	2.4848769e-43	3.9968133e-52	7.5106166e-61	2.3385889e-69	1.8803654e-77	6.4986413e-85	1.6163925e-91	4.4681379e-97	1.7834325e-101	1.0538545e-104	4.7440749e-107	1.7411832e-108	2.1006306e-109	4.8048001e-110	4.7973136e-111	1.8364026e+00
1.080e+01	1.8869005e+00	6.5566105e-09	3.6232396e-17	1.5195667e-25	4.5693598e-34	1.0526503e-42	2.1662196e-51	5.0876673e-60	1.9235896e-68	1.8164718e-76	7.1142559e-84	1.9363602e-90	5.6789859e-96	2.3471178e-100	1.4121543e-103	6.4154212e-106	2.3626978e-107	2.8545382e-108	6.5309912e-109	6.5214520e-110	1.8869005e+00
1.137e+01	1.9400969e+00	9.0927068e-09	6.7310158e-17	3.7627287e-25	1.4960323e-33	4.5015627e-42	1.1892311e-50	3.5042515e-59	1.6153245e-67	1.7986121e-75	8.0119108e-83	2.3934707e-89	7.4641308e-95	3.1988984e-99	1.9611849e-102	8.9953881e-105	3.3247981e-106	4.0229671e-107	9.2068988e-108	9.1943957e-109	1.9400969e+00
1.197e+01	1.9960352e+00	1.2623817e-08	1.2529665e-16	9.3494517e-25	4.9249993e-33	1.9407203e-41	6.6029494e-50	2.4500169e-58	1.3823350e-66	1.8220626e-74	9.2647863e-82	3.0470438e-88	1.0126910e-93	4.5070885e-98	2.8180250e-101	1.3055643e-103	4.8437474e-105	5.8701445e-106	1.3438341e-106	1.3421541e-107	1.9960352e+00
1.260e+01	2.0547560e+00	1.7540218e-08	2.3357232e-16	2.3291760e-24	1.6284418e-32	8.4236496e-41	3.7020604e-49	1.7357703e-57	1.2032991e-65	1.8848612e-73	1.0979827e-80	3.9876472e-87	1.4156657e-92	6.5529372e-97	4.1820355e-100	1.9579188e-102	7.2928038e-104	8.8528274e-105	2.0272881e-105	2.0249839e-106	2.0547560e+00
1.326e+01	2.1162969e+00	2.4383210e-08	4.3578954e-16	5.8128187e-24	5.4020913e-32	3.6761377e-40	2.0926871e-48	1.2439652e-56	1.0634763e-64	1.9871968e-72	1.3309526e-79	5.3542247e-86	2.0351747e-91	9.8131517e-96	6.3980554e-99	3.0284327e-101	1.1327045e-102	1.3773995e-103	3.1552732e-104	3.1520637e-105	2.1162969e+00
1.396e+01	2.1806921e+00	3.3902011e-08	8.1331676e-16	1.4520412e-23	1.7959787e-31	1.6108502e-39	1.1908036e-47	9.0023241e-56	9.5247275e-64	2.1310219e-71	1.6468874e-78	7.3612425e-85	3.0029506e-90	1.5107015e-94	1.0071714e-97	4.8222956e-100	1.8114947e-101	2.2068534e-102	5.0570988e-103	5.0525900e-104	2.1806922e+00
1.469e+01	2.2479719e+00	4.7131197e-08	1.5174996e-15	3.6276340e-23	5.9775212e-31	7.0780235e-39	6.8103879e-47	6.5669904e-55	8.6281423e-63	2.3197902e-70	2.0759210e-77	1.0341761e-83	4.5386677e-89	2.3861126e-93	1.6282124e-96	7.8898330e-99	2.9773159e-100	3.6340716e-101	8.3306717e-102	8.3243448e-103	2.2479720e+00
1.547e+01	2.3181623e+00	6.5495693e-08	2.8290916e-15	9.0567320e-23	1.9895717e-30	3.1145086e-38	3.9086229e-46	4.8203484e-54	7.8901859e-62	2.5582487e-69	2.6601251e-76	1.4815809e-82	7.0121833e-88	3.8589757e-92	2.6978039e-95	1.3237553e-97	5.0191681e-99	6.1386554e-100	1.4077529e-100	1.4068793e-101	2.3181623e+00
1.628e+01	2.3912845e+00	9.0952492e-08	5.2672591e-15	2.2577818e-22	6.6155024e-30	1.3706384e-37	2.2476379e-45	3.5540929e-53	7.2698683e-61	2.8522271e-68	3.4580140e-75	2.1598802e-81	1.1051454e-86	6.3772538e-91	4.5722056e-94	2.2730366e-96	8.6615245e-98	1.0615768e-98	2.4354526e-99	2.4342972e-100	2.3912845e+00
1.714e+01	2.4673547e+00	1.2618107e-07	9.7885387e-15	5.6159389e-22	2.1952646e-29	6.0249999e-37	1.2930591e-44	2.6276115e-52	6.7359893e-60	3.2083701e-67	4.5505884e-74	3.1973027e-80	1.7730136e-85	1.0746709e-89	7.9098681e-93	3.9864362e-95	1.5269944e-96	1.8756623e-97	4.3049375e-98	4.3035567e-99	2.4673548e+00
1.804e+01	2.5463836e+00	1.7483801e-07	1.8148057e-14	1.3927400e-21	7.2627163e-29	2.6420959e-36	7.4310386e-44	1.9445886e-51	6.2644492e-59	3.6337608e-66	6.0492835e-73	4.7957610e-79	2.8894011e-84	1.8428395e-88	1.3939381e-91	7.1261389e-94	2.7445841e-95	3.3790950e-96	7.7590013e-97	7.7577665e-98	2.5463838e+00
1.899e+01	2.6283764e+00	2.4189579e-07	3.3551574e-14	3.4412239e-21	2.3932013e-28	1.1544296e-35	4.2597306e-43	1.4381084e-50	5.8364664e-58	4.1353865e-65	8.1061592e-72	7.2730631e-78	4.7728494e-83	3.2088798e-87	2.4971483e-90	1.2957451e-92	5.0190387e-94	6.1944052e-95	1.4230101e-95	1.4230255e-96	2.6283766e+00
1.999e+01	2.7133319e+00	3.3409110e-07	6.1825242e-14	8.4654535e-21	7.8473101e-28	5.0199387e-35	2.4321676e-42	1.0610343e-49	5.4374119e-57	4.7194022e-64	1.0926554e-70	1.1128304e-76	7.9742524e-82	5.6617807e-86	4.5379903e-89	2.3915609e-91	9.3191093e-93	1.1530799e-93	2.6502139e-94	2.6507161e-95	2.7133322e+00
2.104e+01	2.8012430e+00	4.6051512e-07	1.1350037e-13	2.0720168e-20	2.5581851e-27	2.1699145e-34	1.3812669e-41	7.7971026e-49	5.0560617e-56	5.3901631e-63	1.4784141e-69	1.7141966e-75	1.3446609e-80	1.0101012e-84	8.3481746e-88	4.4713558e-90	1.7532419e-91	2.1751319e-92	5.0018539e-93	5.0037415e-94	2.8012434e+00
2.215e+01	2.8920960e+00	6.3338606e-07	2.0750316e-13	5.0427327e-20	8.2839290e-27	9.3136235e-34	7.7919598e-41	5.6978764e-48	4.6841284e-55	6.1490240e-62	2.0037813e-68	2.6526843e-74	2.2835845e-79	1.8183151e-83	1.5513853e-86	8.4507145e-89	3.3352451e-90	4.1494011e-91	9.5469769e-92	9.5524660e-93	2.8920966e+00
2.332e+01	2.9858707e+00	8.6905474e-07	3.7763727e-13	1.2195661e-19	2.6624043e-26	3.9651895e-33	4.3604670e-40	4.1342652e-47	4.3159651e-54	6.9929467e-61	2.7148999e-67	4.1151440e-73	3.8974380e-78	3.2957170e-82	2.9063176e-85	1.6111950e-87	6.4023694e-89	7.9885830e-90	1.8390646e-90	1.8405040e-91	2.9858716e+00
2.455e+01	3.0825404e+00	1.1893054e-06	6.8388633e-13	2.9292871e-19	8.4859767e-26	1.6727665e-32	2.4176300e-39	2.9739945e-46	3.9483558e-53	7.9130121e-60	3.6696823e-66	6.3863226e-72	6.6708835e-77	6.0020245e-81	5.4772527e-84	3.0925255e-86	1.2376429e-87	1.5490149e-88	3.5681402e-89	3.5717120e-90	3.0825416e+00
2.584e+01	3.1820715e+00	1.6230285e-06	1.2319634e-12	6.9839331e-19	2.6803667e-25	6.9857033e-32	1.3264562e-38	2.1179342e-45	3.5803251e-52	8.8930067e-59	4.9387006e-65	9.8943632e-71	1.1426787e-75	1.0960040e-79	1.0363062e-82	5.9635819e-85	2.4044430e-86	3.0190356e-87	6.9586738e-88	6.9672372e-89	3.1820731e+00
2.720e+01	3.2844238e+00	2.2083587e-06	2.2068470e-12	1.6519541e-18	8.3838478e-25	2.8852721e-31	7.1935171e-38	1.4911232e-44	3.2129123e-51	9.9083200e-58	6.6048612e-64	1.5272718e-69	1.9548293e-74	2.0026429e-78	1.9644402e-81	1.1530770e-83	4.6852343e-85	5.9026012e-86	1.3614041e-86	1.3634080e-87	3.2844260e+00
2.863e+01	3.3895503e+00	2.9953895e-06	3.9298183e-12	3.8747890e-18	2.5951332e-24	1.1775657e-30	3.8517497e-37	1.0364947e-43	2.8488746e-50	1.0925448e-56	8.7611189e-63	2.3440899e-68	3.3331867e-73	3.6542271e-77	3.7234635e-80	2.2310407e-82	9.1388477e-84	1.1553921e-84	2.6666896e-85	2.6712912e-86	3.3895533e+00
3.014e+01	3.4973978e+00	4.0495988e-06	6.9546253e-12	9.0085892e-18	7.9445922e-24	4.7451197e-30	2.0341885e-36	7.1043352e-43	2.4923009e-49	1.1902412e-55	1.1505391e-61	3.5704207e-67	5.6534781e-72	6.6454899e-76	7.0430311e-79	4.3113156e-81	1.7809622e-82	2.2598963e-83	5.2197032e-84	5.2301018e-85	3.4974019e+00
3.172e+01	3.6079067e+00	5.4561419e-06	1.2228151e-11	2.0751274e-17	2.4039541e-23	1.8864131e-29	1.0585562e-35	4.7957908e-42	2.1481411e-48	1.2790366e-54	1.4931894e-60	5.3868048e-66	9.5199608e-71	1.2021365e-74	1.3269028e-77	8.3049351e-80	3.4609622e-81	4.4085866e-82	1.0190283e-82	1.0213440e-83	3.6079121e+00
3.339e+01	3.7210109e+00	7.3251986e-06	2.1356401e-11	4.7341989e-17	7.1860216e-23	7.3933338e-29	5.4228179e-35	3.1848057e-41	1.8216790e-47	1.3536528e-53	1.9118435e-59	8.0354977e-65	1.5885350e-69	2.1589891e-73	2.4852285e-76	1.5917518e-78	6.6943945e-80	8.5616624e-81	1.9805722e-81	1.9856561e-82	3.7210182e+00
3.515e+01	3.8366386e+00	9.7985857e-06	3.7040702e-11	1.0693267e-16	2.1210065e-22	2.8547375e-28	2.7324299e-34	2.0783828e-40	1.5179896e-46	1.4088398e-52	2.4109800e-58	1.1830203e-63	2.6218133e-68	3.8424838e-72	4.6189284e-75	3.0299450e-77	1.2865019e-78	1.6522658e-79	3.8253839e-80	3.8363870e-81	3.8366484e+00
3.700e+01	3.9547126e+00	1.3057881e-05	6.3786262e-11	2.3905530e-16	6.1785686e-22	1.0852879e-27	1.3531200e-33	1.3315288e-39	1.2414386e-45	1.4398922e-51	2.9898392e-57	1.7160273e-62	4.2724326e-67	6.7648058e-71	8.5032444e-74	5.7179775e-76	2.4520373e-77	3.1630095e-78	7.3295229e-79	7.3529883e-80	3.9547256e+00
3.895e+01	4.0751499e+00	1.7334334e-05	1.0904199e-10	5.2879288e-16	1.7755997e-21	4.0600292e-27	6.5805607e-33	8.3666083e-39	9.9527592e-45	1.4432044e-50	3.6404432e-56	2.4484512e-61	6.8622650e-66	1.1760351e-69	1.5478878e-72	1.0679429e-74	4.6271705e-76	5.9962137e-77	1.3907554e-77	1.3956831e-78	4.0751672e+00
